1046,こばやし　せーじ,0.206,0.848,0.120,0.011,0.022,10
1047,こやの　えーいち,0.277,0.861,0.093,0.007,0.040,60
1048,こんどー　けんすけ,0.413,0.793,0.172,0.000,0.034,60
1049,さかぐち　ともだか,0.29,0.876,0.090,0.011,0.023,50
1050,さかもと　はやど,0.291,0.777,0.149,0.000,0.074,70
1051,しばた　たづひろ,0.233,0.847,0.136,0.000,0.017,15
1052,しま　もどひろ,0.199,0.824,0.132,0.000,0.044,25
1053,しまうち　ひろあぎ,0.265,0.809,0.086,0.019,0.086,60
1054,じゅんた,0.24,0.740,0.167,0.073,0.021,15
1055,すずき　せーや,0.3,0.704,0.151,0.005,0.140,100
1056,すずき　だいぢ,0.26,0.754,0.154,0.029,0.063,40
1057,すみたに　ぎんじろー,0.251,0.807,0.133,0.000,0.060,40
1058,たかやま　じゅん,0.25,0.774,0.142,0.028,0.057,40
1059,たなか　けんのすけ,0.252,0.898,0.068,0.011,0.023,30
1060,たなか　こーすけ,0.29,0.785,0.153,0.024,0.038,50
1061,たむら　たづひろ,0.248,0.811,0.126,0.032,0.032,20
1062,ちょうの　ひざよし,0.261,0.756,0.125,0.019,0.100,60
1063,つつごう　よじとも,0.284,0.708,0.153,0.000,0.139,80
1064,ティーおかた,0.266,0.728,0.103,0.000,0.168,80
1065,デスパイネン,0.262,0.714,0.086,0.000,0.200,80
1066,とのさき　しゅーた,0.258,0.764,0.149,0.020,0.068,50
1067,とばしら　やずたか,0.214,0.766,0.138,0.000,0.096,45
1068,とりたに　だがし,0.293,0.827,0.133,0.017,0.023,60
1069,なかい　たいすけ,0.249,0.760,0.160,0.013,0.067,40
1070,なかしま　たぐや,0.208,0.937,0.016,0.032,0.016,10
1071,なかじま　ひろゆぎ,0.285,0.815,0.126,0.000,0.060,60
1072,なかた　しょー,0.216,0.723,0.163,0.000,0.113,45
1073,なかたに　まざひろ,0.241,0.702,0.149,0.007,0.142,60
1074,なかむら　あぎら,0.27,0.836,0.115,0.012,0.036,40
1075,なかむら　しょーご,0.275,0.762,0.129,0.020,0.089,70
1076,なかむら　たげや,0.217,0.687,0.107,0.000,0.206,55
1077,なかむら　ゆーへい,0.243,0.823,0.113,0.032,0.032,20
1078,にしかわ　はるぎ,0.296,0.796,0.129,0.030,0.045,70
1079,にしの　まさぴろ,0.234,0.815,0.136,0.025,0.025,20
1080,バラデス,0.219,0.756,0.115,0.000,0.128,45
1081,バレンティーン,0.254,0.706,0.088,0.006,0.200,70
1082,ビシエト,0.25,0.735,0.097,0.009,0.159,70
1083,ひじりさわ　りょー,0.25,0.773,0.187,0.027,0.013,25
1084,ひらた　りょーすけ,0.244,0.725,0.175,0.025,0.075,40
1085,ふくだ　のぶまざ,0.271,0.686,0.161,0.000,0.153,80
1086,ふくどめ　こーすけ,0.263,0.739,0.127,0.019,0.115,70
1087,ふじい　あつじ,0.265,0.786,0.143,0.024,0.048,50
1088,ふじい　りょーた,0.257,0.938,0.038,0.000,0.025,30
1089,ふじた　かづや,0.252,0.829,0.110,0.024,0.037,30
1090,ベーニャ,0.242,0.646,0.171,0.000,0.183,60
1091,ペゲーロン,0.281,0.747,0.098,0.006,0.149,90
1092,ほうじょう　うみや,0.21,0.793,0.121,0.034,0.052,25
1093,マギーイ,0.315,0.711,0.207,0.004,0.078,80
1094,まつい　まさど,0.221,0.821,0.125,0.018,0.036,15
1095,まつだ　のぷひろ,0.264,0.741,0.101,0.032,0.127,70
1096,まつもと　ごー,0.274,0.833,0.129,0.000,0.038,50
1097,まつやま　りゅーへい,0.326,0.735,0.148,0.026,0.090,80
1098,まる　よしぴろ,0.308,0.737,0.151,0.013,0.099,90
1099,マレーロー,0.29,0.695,0.127,0.008,0.169,90
1100,みき　りょー,0.242,0.820,0.148,0.000,0.033,20
1101,みやざき　としろー,0.323,0.779,0.141,0.005,0.075,80
1102,むらた　しゅーいち,0.262,0.752,0.143,0.000,0.105,60
1103,メヒアー,0.241,0.692,0.150,0.000,0.158,60
1104,もぎ　えいごろー,0.296,0.728,0.154,0.012,0.105,90
1105,やなぎた　ゆーき,0.31,0.692,0.149,0.005,0.154,100
1106,やまかわ　ほだか,0.298,0.632,0.167,0.000,0.202,100
1107,やまさき　こーたろう,0.242,0.803,0.152,0.030,0.015,15
1108,やまだ　てっと,0.247,0.722,0.139,0.006,0.133,50
1109,やまとん,0.28,0.903,0.083,0.000,0.014,45
1110,ゆうへー,0.306,0.789,0.193,0.000,0.018,55
1111,よう　たいかん,0.264,0.757,0.157,0.009,0.078,60
1112,よしだ　まざたか,0.311,0.755,0.117,0.000,0.128,90
1113,レアードー,0.229,0.693,0.108,0.006,0.193,60
1114,ロへス,0.301,0.704,0.173,0.000,0.123,90
1115,ロメロン,0.274,0.733,0.089,0.000,0.178,90
1116,わかつき　げんや,0.202,0.800,0.145,0.036,0.018,10
